"RCP_SEQ","RCP_NM","VEGE_CLASS_SEQ","RCP_WAY2","RCP_PAT2","INFO_EMISSIONS","INFO_ENG","INFO_CAR","INFO_PRO","INFO_FAT","INFO_NA","HASH_TAG","ATT_FILE_NO_MAIN","ATT_FILE_NO_MK","RCP_PARTS_DTLS","MANUAL01","MANUAL02","MANUAL03","MANUAL04","MANUAL05","MANUAL06","MANUAL07","MANUAL08","MANUAL09","MANUAL10"
"525","김치 참치밥 달걀말이","3","굽기","반찬","383.30","173.00","25.70","8.70","4.70","323.00","캔참치","","","참치캔 15g, 김치 15g, 양파다진것 15g, 부추 5g, 마늘다진것 2g, 깨소금 1g, 참기름 1g, 밥 60g, 달걀 20g, 우유 5g, 소금 적당량, 식용유 적당량 [소스] 고추장 2g, 케첩 4g, 마요네즈 1g, 크림치즈 1g, 물 3g","1. 캔참치는 기름을 빼 잘게 으깨고 김치는 속을 털어 낸 뒤 짜서 잘게 다지고 양파와 마늘도 다진다.","2. 다진 김치와 양파, 마늘, 깨소금, 참기름을 섞은 뒤 팬에 기름을 두르고 볶는다.","3. 볼에 밥과 2, 으깬 참지, 소금, 후춧가루를 넣고 섞는다.","4. 달걀에 소금과 우유를 넣고 잘 풀어 체에 내린 뒤 0.3cm로 잘게 썬 부추를 넣고 섞는다.","5. 팬에 식용유를 두르고 달걀물을 1/2을 넓게 둘러 3을 넣고 돌돌 만다.","6. 끝부분에 나머지 달걀물을 부어 이어 붙여 돌돌 말아 자르고 분량의 소스를 만들어 곁들인다.","7. 팬에 식용유를 두르고 준비된 달걀 물을 1/2정도 넓게 두르고 버무려 놓은 밥을 가지런하게 얹고 돌돌 말아준다. 끝부분에 나머지 달걀 물을 부어 이어 붙인 후 돌돌 말아 한 입 크기로 자른다.","","",""
"526","냉 쌀국수","1","끓이기","일품","843.00","247.00","36.40","16.40","3.70","3.50","가슴살","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053746_1416213466426.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053746_1416213466426.jpg","쌀국수 40g, 닭안심 30g, 대파 10g, 김 1g, 통후추 적당량, 슬라이스 햄 5g, 오이 20g, 시금치 10g, 불린 미역, 통마늘 5g, 달걀 10g, 참기름 적당량, 소금 적당량 [소스] 닭육수 100g, 식초 5g, 설탕 2g, 간장 적당량, 땅콩버터 2g, 소금 적당량","1. 닭고기 안심과 대파, 통마늘, 통후추를 넣고 삶은 뒤 5cm 길이로 찢어 소금과 참기름으로 무치고 육수는 면보에 거른다.","2. 햄과 오이는 채 썰고 시금치는 데친 뒤 냉수에 헹궈 물기를 짜고 5cm 길이로 썬다.","3. 달걀은 황백으로 나누어 지단을 부쳐 5cm 길이로 썰고 불린 미역도 물기를 뺀 뒤 5cm 길이로 썬다.","4. 닭 육수에 식초와 설탕, 간장, 소금, 땅콩버터를 넣고 섞어 소스를 만든다.","5. 쌀국수는 물에 불렸다가 끓는 물에 부드럽게 삶아 냉수에 헹군 뒤 체에 받쳐서 물기를 뺀다.","6. 그릇에 준비된 재료들을 담고 소스를 뿌린다.","7. 그릇에 준비된 재료들을 담고 소스를 뿌려낸다.","","",""
"527","니고랭","2","볶기","일품","445.40","229.00","35.90","11.50","3.80","310.00","가슴살","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053747_1416213467375.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053747_1416213467375.jpg","달걀물 10g, 식용유 1g, 홍고추 3g, 마늘다진것 1g, 닭가슴살 12g, 새우 12g, 양파 12g, 청경채 20g, 스파게티면 40g, 방울토마토 15g, 버터 적당량[소야소스] 간장 3g, 발사믹식초 1g, 굴소스 2g, 꿀 3g","1. 팬에 기름을 두르고 홍고추와 마늘을 향이 날 때까지 볶는다.","2. 1에 달걀물을 넣고 달걀이 부드럽게 부풀어 오르도록 기다렸다가 반 정도 익었을 때 가볍게 젓는다.","3. 2에 닭고기, 새우, 양파를 넣고 볶는다.","4. 3에 준비된 스파게티면을 넣고 한 번 볶은 뒤 소야소스를 넣고 면에 간이 충분히 베이도록 볶는다.","5. 면이 볶아지면 청경채, 방울토마토를 넣고 살짝 볶는다.","6. 5에 차갑게 한 버터를 넣어 소스에 윤기와 농도가 나도록 한다.","","","",""
"528","닭고기가 들어간 땅콩소스 스파게티","2","볶기","일품","326.10","208.00","34.00","10.60","2.80","133.00","가슴살","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053748_1416213468361.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053748_1416213468361.jpg","스파게티면 40g, 오이 15g, 닭 가슴살 20g, 실파 2g, 땅콩 2g, 마늘다진것 2g, 땅콩버터 3g, 생강다진것 1g, 간장 2g, 황설탕 1g, 고춧가루 1g, 식초 1g, 참기름 적당량","1. 마늘, 생강은 다지고 땅콩은 볶은 뒤 다진다.","2. 오이는 어슷하게 슬라이스하고 실파는 4cm 길이로 썬다.","3. 다진 마늘, 생강, 땅콩버터, 간장, 황설탕, 식초, 고춧가루를 볼에 넣고 잘 섞는다.","4. 닭가슴살은 한입 크기로 썰어 밑간 한 뒤 팬에 기름을 두르고 볶는다.","5. 끓는 물에 스파게티면을 삶아 물기를 뺀다.","6. 5를 접시에 담고 3의 소스를 얹은 후 그 위에 닭가슴살, 오이, 파, 땅콩가루 순으로 올린다.","7. 준비된 스파게티면을 접시에 담고 만들어 놓은 소스를 얹은 후 그 위에 닭가슴살, 오이, 파, 땅콩가루 순으로 올려 완성한다.","","",""
"529","돼지갈비 볶음","1","볶기","반찬","47.30","151.00","6.70","12.10","8.30","293.00","","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053749_1416213469472.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053749_1416213469472.jpg","돼지갈비 60g, 굵은소금적당량, 마늘다진것 3g, 생강다진것 2g, 대파 10g, 토마토 25g[양념장] 간장 5g, 물 10g, 식초 2g, 설탕 3g, 통깨 적당량, 참기름 적당량","1. 돼지갈비는 4cm 길이로 준비하여 기름기를 제거하고 찬물에 담가 핏물을 뺀다.","2. 1에 굵은 소금을 넣고 주물러 갈비를 연하게 한 뒤 소금을 씻어낸다.","3. 돼지갈비에 칼집을 넣은 뒤 대파, 마늘, 생강을 넣고 끓인 물에 데쳐서 헹군다.","4. 냄비에 기름을 두르고 데쳐낸 갈비를 볶다가 양념장을 붓고 뚜껑을 덮어 서서히 익히면서 볶는다.","5. 갈비에 간이 베이면 센불에서 저어주면서 윤기 나게 볶는다.","6. 접시에 얇게 썬 토마토를 깔고 볶아낸 돼지갈비를 담은 뒤 통깨를 뿌린다.","","","",""
"530","미니 그라탕","6","굽기","일품","115.30","236.00","44.60","6.30","5.60","58.00","","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053750_1416213470534.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053750_1416213470534.jpg","사과 50g, 참마 25g, 레몬주스 10g, 건포도 5g, 슬라이스아몬드 5g, 설탕 6g[소스] 참마 25g, 두유 40g, 물엿 5g, 밀가루 3g, 올리브오일 1g, 소금 적당량","1. 껍질을 벗기지 않은 사과와 반을 잘라 껍질을 벗긴 참마를 0.7cm 주사위모양으로 썬다.","2. 사과에 레몬주스, 소금을 넣고 부드러워질 때 까지 익힌 뒤 참마를 넣고 살짝 끓인다.","3. 나머지 참마는 껍질을 벗긴 뒤 토막내 두유, 물엿, 밀가루, 올리브오일과 같이 믹서에 간다.","4. 3이 퓨레 상태가 되면 약 불에서 걸쭉하게 졸인다.","5. 2에 건포도를 섞은 뒤 틀에 담고 4를 펴서 얹고 그 위에 슬라이스 아몬드와 설탕을 뿌린다.","6. 200℃로 예열한 오븐에서 표면이 노릇해 질 때 까지 약 10분 간 굽는다.","","","",""
"531","밀라노 스타일 포크 커틀렛","1","튀기기","반찬","549.70","229.00","7.60","13.80","15.10","98.00","등심","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053751_1416213471597.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053751_1416213471597.jpg","돼지등심 60g, 밀가루 4g, 달걀 12g, 빵가루 4.5g, 바질 0.5g, 건타임 0.5g, 버터 0.5g, 식용유 1g, 레몬 5g, 파마산치즈 2g, 소금 적당량, 후추 적당량","1. 돼지고기(등심)을 고기망치로 두드려 1cm 정도 두께로 편다.","2. 돼지등심에 소금, 후추로 간을 한다.","3. 파마산치즈, 빵가루, 건바질, 타임을 섞어 허브 빵가루를 만든다.","4. 고기에 밀가루, 달걀물, 허브 빵가루 순으로 묻힌다.","5. 가열한 팬에 기름을 두르고 커틀렛을 익힌다.","6. 커틀렛이 익으면 기름을 빼고 그릇에 담는다.","","","",""
"532","바지락 볶음면","3","볶기","일품","731.40","235.00","36.30","12.60","4.00","448.00","칼국수면","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053752_1416213472408.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053752_1416213472408.jpg","바지락살 20g, 칵테일새우 20g, 청고추 5g, 홍고추 5g, 대파 10g, 마늘다진것 3g, 생강다진것 2g, 칼국수면 80g, 식용유 적당량, 물전분 4g[간장소스]멸치육수 50g, 간장 5g, 설탕 5g, 양파즙 5g, 다진 파 5g, 다진 마늘 3g, 참기름 2g, 깨소금 1g, 소금 적당량, 후춧가루 적당량","1. 바지락살과 새우는 소금물에 흔들어 씻어 체에 받쳐 물기를 제거한다.","2. 대파, 청, 홍고추는 송송 썰고, 마늘, 생강은 다진다.","3. 끓는 물에 칼국수 면을 삶아 냉수에 헹군 뒤 참기름으로 버무린다.","4. 멸치 육수에 분량의 재료를 넣고 간장 소스를 만든다.","5. 팬에 식용유를 두르고 다진 마늘, 생강, 고추를 넣어 볶다가 센 불에서 바지락살과 새우, 청주를 넣어 볶은 뒤 간장소스를 넣고 끓인다.","6. 5가 반정도 졸면 칼국수 면을 넣어 볶으면서 물전분으로 농도를 맞춘 뒤 송송 썬 파와 참기름을 넣고 마무리한다.","","","",""
"533","삼색 꽃 화전","6","기타","반찬","302.50","160.60","22.36","2.11","6.97","1.31","","http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409044713_1554796033713.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409044715_1554796035825.jpg","찹쌀가루 60g, 시금치 30g, 치자 5g, 식용꽃 5g, 타임 5g, 설탕 15g, 꿀 20g","1. 시금치는 데친 뒤 믹서에 곱게 갈고 치자는 따뜻한 물에 불린다.","2. 곱게 간 시금치에 데쳤던 물을 넣고 가열한 뒤 찹쌀가루 절반에 조금씩 부어 익반죽 한다.","3. 남은 절반의 찹쌀가루에 가열한 치자물을 조금씩 부어 익반죽 한다.","4. 30분 간 휴지시킨 뒤 팬에 기름을 두르고 적당한 크기로 빚은 화전을 지진다.","5. 한쪽 면을 익힐 때 위에 꽃을 올린 뒤 뒤집어 살짝만 지진다.","6. 꿀과 설탕, 물을 1:2:3 비율로 섞어 끓여 시럽을 만들어 화전 위에 끼얹고 타임으로 장식한다.","","","",""
"534","알록달록연근튀김","3","튀기기","반찬","22.95","66.90","10.20","1.10","2.40","103.40","","http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313045226_1584085946623.JPG","http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313045226_1584085946849.JPG","깐연근 22.18g, 비트 2.12g, 시금치 2.12g, 카레가루 1.52g, 건새우 0.3g, 전분 2.25g, 튀김가루 4.25g, 소금 0.05g, 식물성기름 500ml","1. 연근은 얇게 썰어 찬물에 담가 전분기를 제거한다.","2. 건새우는 곱게 갈아준다.","3. 시금치, 비트는 각각 믹서기에 갈아 즙을 준비한다.","4. 튀김가루에 새우가루와 물을 넣어 반죽을 한다.","5. 반죽에 시금치, 카레, 비트를 각각 넣어 3가지 색의 반죽을 만든다.","6. 연근에 전분가루를 묻히고 튀김옷을 입혀 바삭하게 튀겨낸다.","","","",""
"535","잎채소튀김","4","튀기기","반찬","97.30","222.60","10.20","2.30","19.20","70.50","","http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313054031_1584088831750.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313054047_1584088847182.JPG","깻잎 5g, 상추 6g, 배추 7g, 계란 10g, 튀김가루 10g, 콩기름 5g, 얼음","1. 볼에 튀김가루, 계란 물을 섞어 반죽을 만든 후 얼음을 넣어 차갑게 한다.","2. 깻잎, 상추, 배추는 깨끗하게 씻어 준비한다.","3. 재료를 먹기 좋은 크기로 썬다.","4. 냄비에 콩기름을 부은 후 적당한 온도가 될 때까지 가열한다.","5. 야채에 반죽을 입힌다.","6. 노릇하게 튀긴다.","","","",""
"536","포항초사과샐러드","6","기타","반찬","13.72","10.34","1.52","0.77","0.13","15.81","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129103512_1611884112461.JPG","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129095326_1611881606107.JPG","포항초 20g, 사과 5g, 당근 2g, 양파 2g, 파프리카 1g, 레몬즙(또는 식초) 0.2g, 저염간장 0.4g, 설탕 0.2g","1. 포항초는 세척하고 3cm 크기로 자른다.","2. 당근은 얇게 채 썰어주고, 사과는 껍질 채로 채 썰어 설탕물에 담가 둔다.","3. 양파와 파프리카는 작은 큐브 모양으로 썬다.","4. 저염간장, 레몬즙, 설탕, 양파, 파프리카를 넣어 오리엔탈 드레싱을 만든다.","5. 포항초에 당근과 사과를 넣어 섞어준다.","6. 샐러드에 오리엔탈 드레싱을 곁들여 제공한다.","","","",""
"537","생선 파피요트","3","기타","일품","81.50","162.00","9.50","22.10","4.00","881.60","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310094914_1615337354153.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310094937_1615337377707.JPG","양파(⅓개), 파프리카(⅓개), 레몬(1개), 방울토마토(4개), 손질된 흰살생선(½마리), 대하(2마리), 바지락(4개), 월계수잎(3장), 타임(4~5줄기), 소금(2g), 후춧가루(1g), 화이트와인(15g), 올리브유(10g)","1. 양파, 파프리카는 채 썰고, 레몬은 얇게 썰고, 방울토마토는 2등분한다.","2. 손질된 흰살생선에 밑간한다.","3. 종이 포일에 채 썬 양파를 깐 뒤 밑간한 생선 → 손질한 파프리카 → 레몬 → 방울토마토 순으로 올린다.","4. 대하, 바지락, 월계수잎, 타임을 올린 뒤 화이트와인과 올리브유를 뿌린다.","5. 종이 포일로 감싸고 200℃로 예열한 오븐에 15~25분간 굽는다.","","","","",""
"538","물미역오징어덮밥","3","끓이기","밥","342.95","420.90","77.40","21.70","2.40","672.70","","http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102001_1416273601752.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102001_1416273601752.jpg","쌀 70g, 보리 10g, 물오징어 70g, 물미역 20g, 양파 30g, 양배추 20g, 청고추 10g, 당근 5g, 피망 5g, 고추장 5g, 고춧가루 5g,다진 마늘 5g, 다진 파 5g, 다진 생강 1g, 황설탕 3g, 현미유 5g, 전분 2g, 물 50g, 간장 1g, 소금 0.5g, 통깨 0.5g","1. 쌀과 보리로 밥을 짓는다.","2. 오징어는 씻어 1cm×6cm 가량의 길이로 썰고, 물미역은 씻어 1cm×2cm 가량의 길이로 썬 다음 소금을 넣고 살짝 데친다.","3. 양배추, 양파, 피망은 씻어 1cm×6cm가량의 길이로 썰고 당근은 1cm×6cm×0.3cm로 썰고 청고추는 어슷썰기 한다.","4. 고추장, 고춧가루, 다진 마늘, 다진 파, 다진 생강, 황설탕을 넣어 양념장을 만든다.","5. 팬에 현미유를 두르고 양파와 당근을 먼저 볶고 오징어와 양배추를 넣어 살짝 볶은 후 청고추, 피망, 물미역과 5의 양념장을 넣고 마무리한다.","","7. 물에 전분을 풀어 6에 넣고 걸죽해지면 간장과 소금으로 간을 하고 통깨를 뿌린다.","","",""
"539","매생이조랭이떡국","3","끓이기","국&찌개","730.40","380.80","77.30","11.20","2.10","637.30","조랭이떡","http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102002_1416273602643.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102002_1416273602643.jpg","조랭이떡 140g, 매생이 15g, 굴 30g, 파 5g, 다진 마늘 2g, 국멸치 3g, 국간장 1g, 소금 0.2g, 물 300g","1. 냄비에 물 1컵 반과 국멸치를 넣고 끓여 멸치국물 1컵을 낸다.","2. 매생이는 물로 서너 번 헹궈 고운체에 받쳐 물기를 제거한다.","3. 굴에 소금을 넣고 으깨지지 않도록 살살 주무른 후 물로 서너 번 헹궈 체에 받친다.","4. 파는 얇게 어슷썰고, 마늘은 다진다.","5. 멸치국물에 조랭이떡, 매생이, 굴을 넣고 끓인다.","","","","",""
"540","문어핫바","3","굽기","후식","322.15","191.50","22.30","11.00","6.70","324.60","","http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102003_1416273603782.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102003_1416273603782.jpg","문어 50g, 톳 5g, 감자 20g, 당근 5g, 양파 5g, 우리밀가루 20g, 다진 마늘 2g, 후춧가루 0.1g, 토마토케첩 5g, 허니머스터드소스 5g, 현미유 5g","1. 손질한 문어를 데친다.","2. 양파와 감자를 적당한 크기로 자르고 톳과 당근은 잘게 다진다.","3. 데친 문어와 양파, 감자를 믹서기에 넣고 간다.","4. 2와 3에 우리밀가루, 다진 마늘, 후춧가루를 넣고 반죽을 치대 직사각형 모양을 만든다.","5. 팬에 현미유를 두르고 4의 문어를 넣고 지진 후 꼬치에 끼운다.","","","","",""
"541","매실장아찌와 과매기구이","3","굽기","반찬","22.90","230.20","16.70","13.50","12.10","412.70","과메기","","","과메기 60g, 매실장아찌 15g, 양파 5g, 다진 생강 1g, 마늘 1g 고추장 10g, 양파 5g, 다진 마늘 3g, 다진 파 3g, 간장 2g, 매실액 2g, 고춧가루 1g, 물 15g, 통깨 0.1g, 후춧가루 0.1g","1. 과메기는 꼬리를 잘라낸다.","2. 다진 생강과 마늘즙을 내어 손질한 과메기 위에 뿌린다.","3. 고추장, 다진 마늘, 다진 파, 매실액, 고춧가루, 후춧가루, 물을 섞어 양념장을 만든다.","4. 매실장아찌는 채썬다.","5. 팬에 과메기를 놓고 고추장양념을 발라가며 살짝 굽는다.","","","","",""
